4.000000000000000000e+01 1.549160926142402472e-02
4.005002501250625357e+01 1.542978825945626360e-02
4.010005002501250715e+01 1.536824470791439690e-02
4.015007503751876072e+01 1.530697761186503893e-02
4.020010005002501430e+01 1.524598597637481616e-02
4.025012506253126787e+01 1.518526880651033945e-02
4.030015007503752145e+01 1.512482510733823352e-02
4.035017508754377502e+01 1.506465388392512136e-02
4.040020010005002149e+01 1.500475414133762252e-02
4.045022511255627506e+01 1.494512488464234089e-02
4.050025012506252864e+01 1.488576511890590641e-02
4.055027513756878221e+01 1.482667384919494034e-02
4.060030015007503579e+01 1.476785008057606222e-02
4.065032516258128936e+01 1.470929281811588808e-02
4.070035017508754294e+01 1.465100106688103920e-02
4.075037518759379651e+01 1.459297383193813857e-02
4.080040020010005009e+01 1.453521011835379705e-02
4.085042521260630366e+01 1.447770893119464282e-02
4.090045022511255723e+01 1.442046927552729195e-02
4.095047523761881081e+01 1.436349015641836223e-02
4.100050025012506438e+01 1.430677057893447492e-02
4.105052526263131796e+01 1.425030954814224954e-02
4.110055027513757153e+01 1.419410606910830389e-02
4.115057528764382511e+01 1.413815914689925748e-02
4.120060030015007158e+01 1.408246778658174374e-02
4.125062531265632515e+01 1.402703099322235962e-02
4.130065032516257872e+01 1.397184777188773333e-02
4.135067533766883230e+01 1.391691712764448786e-02
4.140070035017508587e+01 1.386223806555923928e-02
4.145072536268133945e+01 1.380780959069860536e-02
4.150075037518759302e+01 1.375363070812920911e-02
4.155077538769384660e+01 1.369970042291767179e-02
4.160080040020010017e+01 1.364601774013060945e-02
4.165082541270635375e+01 1.359258166483464161e-02
4.170085042521260732e+01 1.353939120209638608e-02
4.175087543771886089e+01 1.348644535698246757e-02
4.180090045022511447e+01 1.343374313455950216e-02
4.185092546273136804e+01 1.338128353989410935e-02
4.190095047523762162e+01 1.332906557805291041e-02
4.195097548774387519e+01 1.327708825410252140e-02
4.200100050025012166e+01 1.322535057310957052e-02
4.205102551275637524e+01 1.317385154014066515e-02
4.210105052526262881e+01 1.312259016026242828e-02
4.215107553776888238e+01 1.307156543854148638e-02
4.220110055027513596e+01 1.302077638004445030e-02
4.225112556278138953e+01 1.297022198983794131e-02
4.230115057528764311e+01 1.291990127298858412e-02
4.235117558779389668e+01 1.286981323456299307e-02
4.240120060030015026e+01 1.281995687962778942e-02
4.245122561280640383e+01 1.277033121324959095e-02
4.250125062531265741e+01 1.272093524049502065e-02
4.255127563781891098e+01 1.267176796643069460e-02
4.260130065032516455e+01 1.262282839612323231e-02
4.265132566283141813e+01 1.257411553463925850e-02
